,ipg:site,ipg:merchantname,Country,Month,device_class,ord
423,iprice.hk,farfetch,HK,2021-07,Mobile iOS,6
424,iprice.hk,farfetch,HK,2021-07,Web Browsers,5
425,iprice.hk,farfetch,HK,2021-08,Mobile Android,1
426,iprice.hk,farfetch,HK,2021-08,Web Browsers,2
427,iprice.hk,farfetch,HK,2021-09,Mobile Android,1
428,iprice.hk,farfetch,HK,2021-09,Mobile iOS,1
429,iprice.hk,farfetch,HK,2021-09,Web Browsers,9
430,iprice.hk,fun,HK,2021-09,Mobile Android,1
431,iprice.hk,halloweencostumes,HK,2021-06,Web Browsers,1
432,iprice.hk,handm,HK,2021-04,Mobile iOS,1
433,iprice.hk,hm,HK,2021-04,Web Browsers,1
434,iprice.hk,hm,HK,2021-05,Mobile iOS,1
435,iprice.hk,iHerb,HK,2021-03,Mobile Others,236
436,iprice.hk,iHerb,HK,2021-04,Mobile Others,175
437,iprice.hk,iHerb,HK,2021-05,Mobile Others,87
438,iprice.hk,iHerb,HK,2021-06,Mobile Others,159
439,iprice.hk,iHerb,HK,2021-07,Mobile Others,155
440,iprice.hk,iHerb,HK,2021-08,Mobile Others,211
441,iprice.hk,iHerb,HK,2021-09,Mobile Others,176
442,iprice.hk,iherb,HK,2021-03,Mobile Android,2
443,iprice.hk,iherb,HK,2021-03,Mobile Others,1
444,iprice.hk,iherb,HK,2021-03,Mobile iOS,1
445,iprice.hk,iherb,HK,2021-03,Web Browsers,9
446,iprice.hk,iherb,HK,2021-04,Mobile Android,2
447,iprice.hk,iherb,HK,2021-04,Mobile iOS,1
448,iprice.hk,iherb,HK,2021-04,Web Browsers,9
449,iprice.hk,iherb,HK,2021-05,Mobile Android,2
450,iprice.hk,iherb,HK,2021-05,Mobile iOS,2
451,iprice.hk,iherb,HK,2021-05,Web Browsers,15
452,iprice.hk,iherb,HK,2021-06,Mobile Android,1
453,iprice.hk,iherb,HK,2021-06,Mobile Others,2
454,iprice.hk,iherb,HK,2021-06,Mobile iOS,6
455,iprice.hk,iherb,HK,2021-06,Web Browsers,9
456,iprice.hk,iherb,HK,2021-07,Mobile Android,2
457,iprice.hk,iherb,HK,2021-07,Mobile iOS,1
458,iprice.hk,iherb,HK,2021-07,Web Browsers,10
459,iprice.hk,iherb,HK,2021-08,Mobile Android,1
460,iprice.hk,iherb,HK,2021-08,Mobile iOS,4
461,iprice.hk,iherb,HK,2021-08,Web Browsers,12
462,iprice.hk,iherb,HK,2021-09,Mobile Android,6
463,iprice.hk,iherb,HK,2021-09,Mobile iOS,1
464,iprice.hk,iherb,HK,2021-09,Web Browsers,7
465,iprice.hk,iteshop,HK,2021-03,Mobile Android,3
466,iprice.hk,iteshop,HK,2021-03,Mobile iOS,1
467,iprice.hk,iteshop,HK,2021-03,Web Browsers,2
468,iprice.hk,iteshop,HK,2021-04,Mobile Android,1
469,iprice.hk,iteshop,HK,2021-05,Web Browsers,1
470,iprice.hk,iteshop,HK,2021-07,Web Browsers,1
471,iprice.hk,iteshop,HK,2021-08,Web Browsers,3
472,iprice.hk,iteshop,HK,2021-09,Mobile Android,2
473,iprice.hk,iteshop,HK,2021-09,Web Browsers,5
474,iprice.hk,jomashop,HK,2021-03,Mobile Android,1
475,iprice.hk,jomashop,HK,2021-03,Web Browsers,4
476,iprice.hk,jomashop,HK,2021-04,Mobile Android,4
477,iprice.hk,jomashop,HK,2021-04,Mobile iOS,2
478,iprice.hk,jomashop,HK,2021-04,Web Browsers,6
479,iprice.hk,jomashop,HK,2021-05,Mobile iOS,3
480,iprice.hk,jomashop,HK,2021-05,Web Browsers,8
481,iprice.hk,jomashop,HK,2021-06,Mobile Android,3
482,iprice.hk,jomashop,HK,2021-06,Mobile iOS,1
483,iprice.hk,jomashop,HK,2021-06,Web Browsers,3
484,iprice.hk,jomashop,HK,2021-07,Mobile Others,1
485,iprice.hk,jomashop,HK,2021-07,Mobile iOS,2
486,iprice.hk,jomashop,HK,2021-07,Web Browsers,4
487,iprice.hk,jomashop,HK,2021-08,Mobile iOS,2
488,iprice.hk,jomashop,HK,2021-08,Web Browsers,4
489,iprice.hk,jomashop,HK,2021-09,Mobile Android,1
490,iprice.hk,jomashop,HK,2021-09,Mobile iOS,1
491,iprice.hk,jomashop,HK,2021-09,Web Browsers,2
492,iprice.hk,lenovo,HK,2021-03,Web Browsers,4
493,iprice.hk,lenovo,HK,2021-04,Web Browsers,1
494,iprice.hk,lenovo,HK,2021-07,Web Browsers,1
495,iprice.hk,luisaviaroma,HK,2021-04,Mobile iOS,3
496,iprice.hk,luisaviaroma,HK,2021-04,Web Browsers,1
497,iprice.hk,luisaviaroma,HK,2021-05,Mobile iOS,1
498,iprice.hk,luisaviaroma,HK,2021-06,Mobile iOS,1
499,iprice.hk,mankind,HK,2021-03,Web Browsers,1
500,iprice.hk,mankind,HK,2021-04,Web Browsers,2
501,iprice.hk,mankind,HK,2021-05,Web Browsers,1
502,iprice.hk,mankind,HK,2021-06,Mobile Android,1
503,iprice.hk,mankind,HK,2021-06,Mobile iOS,1
504,iprice.hk,mankind,HK,2021-07,Web Browsers,1
505,iprice.hk,mankind,HK,2021-08,Web Browsers,1
506,iprice.hk,mankind,HK,2021-09,Web Browsers,2
507,iprice.hk,mytheresa,HK,2021-04,Mobile Others,1
508,iprice.hk,mytheresa,HK,2021-05,Mobile Others,24
509,iprice.hk,mytheresa,HK,2021-06,Mobile Others,24
510,iprice.hk,mytheresa,HK,2021-07,Mobile Others,15
511,iprice.hk,mytheresa,HK,2021-08,Mobile Others,11
512,iprice.hk,mytheresa,HK,2021-09,Mobile Others,11
513,iprice.hk,mytheresa,HK,2021-09,Mobile iOS,1
514,iprice.hk,net-a-porter,HK,2021-03,Mobile iOS,2
515,iprice.hk,net-a-porter,HK,2021-03,Web Browsers,3
516,iprice.hk,net-a-porter,HK,2021-04,Web Browsers,1
517,iprice.hk,net-a-porter,HK,2021-05,Web Browsers,1
518,iprice.hk,net-a-porter,HK,2021-06,Web Browsers,1
519,iprice.hk,net-a-porter,HK,2021-07,Web Browsers,1
520,iprice.hk,net-a-porter,HK,2021-08,Mobile iOS,1
521,iprice.hk,newegg,HK,2021-03,Web Browsers,2
522,iprice.hk,newegg,HK,2021-05,Web Browsers,5
523,iprice.hk,newegg,HK,2021-06,Web Browsers,4
524,iprice.hk,newegg,HK,2021-07,Web Browsers,4
525,iprice.hk,newegg,HK,2021-08,Mobile iOS,1
526,iprice.hk,newegg,HK,2021-08,Web Browsers,3
527,iprice.hk,newegg,HK,2021-09,Web Browsers,2
528,iprice.hk,sephora,HK,2021-04,Web Browsers,3
529,iprice.hk,sephora,HK,2021-05,Web Browsers,4
530,iprice.hk,sephora,HK,2021-07,Mobile iOS,1
531,iprice.hk,sephora,HK,2021-08,Web Browsers,3
532,iprice.hk,sephora,HK,2021-09,Mobile iOS,1
533,iprice.hk,sephora,HK,2021-09,Web Browsers,2
534,iprice.hk,theoutnet,HK,2021-03,Mobile iOS,3
535,iprice.hk,theoutnet,HK,2021-03,Web Browsers,1
536,iprice.hk,theoutnet,HK,2021-06,Mobile iOS,1
537,iprice.hk,theoutnet,HK,2021-06,Web Browsers,1
538,iprice.hk,theoutnet,HK,2021-07,Web Browsers,1
539,iprice.hk,tripcom,HK,2021-04,Mobile Others,1
540,iprice.hk,tripcom,HK,2021-06,Mobile Others,1
541,iprice.hk,tripcom,HK,2021-08,Mobile Others,1
542,iprice.hk,vestiaire-collective,HK,2021-03,Web Browsers,1
543,iprice.hk,vestiaire-collective,HK,2021-05,Web Browsers,1
544,iprice.hk,watchshopping,HK,2021-08,Mobile Android,1
545,iprice.hk,yesstyle,HK,2021-03,Mobile Android,3
546,iprice.hk,yesstyle,HK,2021-03,Web Browsers,6
547,iprice.hk,yesstyle,HK,2021-04,Mobile Android,1
548,iprice.hk,yesstyle,HK,2021-04,Web Browsers,3
549,iprice.hk,yesstyle,HK,2021-05,Mobile Android,3
550,iprice.hk,yesstyle,HK,2021-05,Web Browsers,3
551,iprice.hk,yesstyle,HK,2021-06,Mobile Android,1
552,iprice.hk,yesstyle,HK,2021-06,Mobile iOS,1
553,iprice.hk,yesstyle,HK,2021-06,Web Browsers,6
554,iprice.hk,yesstyle,HK,2021-07,Mobile Android,5
555,iprice.hk,yesstyle,HK,2021-07,Web Browsers,5
556,iprice.hk,yesstyle,HK,2021-08,Web Browsers,8
557,iprice.hk,yesstyle,HK,2021-09,Web Browsers,3
558,iprice.hk,yoox,HK,2021-03,Mobile Android,2
559,iprice.hk,yoox,HK,2021-03,Mobile iOS,1
560,iprice.hk,yoox,HK,2021-03,Web Browsers,2
561,iprice.hk,yoox,HK,2021-04,Mobile Android,4
562,iprice.hk,yoox,HK,2021-04,Mobile iOS,1
563,iprice.hk,yoox,HK,2021-04,Web Browsers,4
564,iprice.hk,yoox,HK,2021-05,Mobile Android,1
565,iprice.hk,yoox,HK,2021-05,Mobile iOS,1
566,iprice.hk,yoox,HK,2021-05,Web Browsers,2
567,iprice.hk,yoox,HK,2021-06,Mobile Android,3
568,iprice.hk,yoox,HK,2021-06,Web Browsers,2
569,iprice.hk,yoox,HK,2021-07,Mobile iOS,1
570,iprice.hk,yoox,HK,2021-07,Web Browsers,3
571,iprice.hk,yoox,HK,2021-08,Mobile Android,1
572,iprice.hk,yoox,HK,2021-08,Mobile iOS,4
573,iprice.hk,yoox,HK,2021-08,Web Browsers,4
574,iprice.hk,yoox,HK,2021-09,Web Browsers,3
575,iprice.hk,zalora,HK,2021-03,Mobile Android,3
576,iprice.hk,zalora,HK,2021-03,Mobile iOS,23
577,iprice.hk,zalora,HK,2021-03,Web Browsers,18
578,iprice.hk,zalora,HK,2021-04,Mobile Android,6
579,iprice.hk,zalora,HK,2021-04,Mobile iOS,20
580,iprice.hk,zalora,HK,2021-04,Web Browsers,16
581,iprice.hk,zalora,HK,2021-05,Mobile Android,12
582,iprice.hk,zalora,HK,2021-05,Mobile iOS,32
583,iprice.hk,zalora,HK,2021-05,Web Browsers,13
584,iprice.hk,zalora,HK,2021-06,Mobile Android,16
585,iprice.hk,zalora,HK,2021-06,Mobile iOS,26
586,iprice.hk,zalora,HK,2021-06,Web Browsers,18
587,iprice.hk,zalora,HK,2021-07,Mobile Android,7
588,iprice.hk,zalora,HK,2021-07,Mobile iOS,31
589,iprice.hk,zalora,HK,2021-07,Web Browsers,13
590,iprice.hk,zalora,HK,2021-08,Mobile Android,17
591,iprice.hk,zalora,HK,2021-08,Mobile iOS,42
592,iprice.hk,zalora,HK,2021-08,Web Browsers,10
593,iprice.hk,zalora,HK,2021-09,Mobile Android,16
594,iprice.hk,zalora,HK,2021-09,Mobile iOS,32
595,iprice.hk,zalora,HK,2021-09,Web Browsers,14
596,iprice.hk,ztore,HK,2021-03,Web Browsers,2
597,iprice.hk,ztore,HK,2021-04,Web Browsers,2
598,iprice.hk,ztore,HK,2021-05,Web Browsers,1
599,iprice.hk,ztore,HK,2021-06,Web Browsers,1
600,iprice.hk,ztore,HK,2021-07,Web Browsers,3
601,iprice.hk,ztore,HK,2021-08,Web Browsers,2
602,iprice.hk,ztore,HK,2021-09,Web Browsers,3
603,iprice.my,Adidas,MY,2021-05,Mobile Android,1
604,iprice.my,Adidas,MY,2021-06,Mobile Android,1
605,iprice.my,Adidas,MY,2021-09,Web Browsers,1
606,iprice.my,AliExpress,MY,2021-07,Mobile Others,1
607,iprice.my,Beauty Expert,MY,2021-03,Mobile iOS,1
608,iprice.my,Beauty Expert,MY,2021-04,Mobile Android,1
609,iprice.my,Beauty Expert,MY,2021-05,Mobile iOS,1
610,iprice.my,Beauty Expert,MY,2021-05,Web Browsers,1
611,iprice.my,Beauty Expert,MY,2021-09,Mobile iOS,1
612,iprice.my,Boozeat,MY,2021-03,Mobile iOS,3
613,iprice.my,Charles and Keith,MY,2021-03,Mobile Others,43
614,iprice.my,Charles and Keith,MY,2021-04,Mobile Others,58
615,iprice.my,Charles and Keith,MY,2021-05,Mobile Others,77
616,iprice.my,Charles and Keith,MY,2021-06,Mobile Others,100
617,iprice.my,Charles and Keith,MY,2021-07,Mobile Others,36
618,iprice.my,Cosmetic Love,MY,2021-03,Web Browsers,1
619,iprice.my,Cosmetic Love,MY,2021-04,Web Browsers,1
620,iprice.my,Decathlon (MY) New,MY,2021-07,Mobile Others,7
621,iprice.my,Decathlon (MY) New,MY,2021-08,Mobile Others,2
622,iprice.my,Dell Consumer Malaysia,MY,2021-03,Mobile Others,2
623,iprice.my,Dell Consumer Malaysia,MY,2021-04,Mobile Others,1
624,iprice.my,Dell Consumer Malaysia,MY,2021-05,Mobile Others,21
625,iprice.my,Dell Consumer Malaysia,MY,2021-06,Mobile Others,24
626,iprice.my,Dell Consumer Malaysia,MY,2021-07,Mobile Others,29
627,iprice.my,Dell Consumer Malaysia,MY,2021-08,Mobile Others,31
628,iprice.my,Dell Consumer Malaysia,MY,2021-09,Mobile Others,16
629,iprice.my,Dell Home & Small Business Malaysia,MY,2021-03,Mobile Others,1
630,iprice.my,Dell Home & Small Business Malaysia,MY,2021-04,Mobile Others,0
631,iprice.my,Dell Home & Small Business Malaysia,MY,2021-05,Mobile Others,3
632,iprice.my,Dell Home & Small Business Malaysia,MY,2021-07,Mobile Others,7
633,iprice.my,Dell Home & Small Business Malaysia,MY,2021-08,Mobile Others,2
634,iprice.my,Dell Home & Small Business Malaysia,MY,2021-09,Mobile Others,3
635,iprice.my,Flower Chimp,MY,2021-03,Web Browsers,1
636,iprice.my,Flowerstore,MY,2021-03,Mobile Others,12
637,iprice.my,Flowerstore,MY,2021-04,Mobile Others,4
638,iprice.my,Flowerstore,MY,2021-05,Mobile Others,1
639,iprice.my,Flowerstore,MY,2021-06,Mobile Others,1
640,iprice.my,Grab,MY,2021-03,Mobile Others,6
641,iprice.my,JD Sports,MY,2021-05,Mobile Others,1
642,iprice.my,JD Sports,MY,2021-08,Mobile Others,1
643,iprice.my,Kaodim (MY) S2S,MY,2021-07,Mobile Others,1
644,iprice.my,LazMall,MY,2021-03,Mobile Android,485
645,iprice.my,LazMall,MY,2021-03,Mobile Others,1
646,iprice.my,LazMall,MY,2021-03,Mobile iOS,156
647,iprice.my,LazMall,MY,2021-03,Web Browsers,128
648,iprice.my,LazMall,MY,2021-04,Mobile Android,472
649,iprice.my,LazMall,MY,2021-04,Mobile iOS,193
650,iprice.my,LazMall,MY,2021-04,Web Browsers,141
651,iprice.my,LazMall,MY,2021-05,Mobile Android,603
652,iprice.my,LazMall,MY,2021-05,Mobile iOS,271
653,iprice.my,LazMall,MY,2021-05,Web Browsers,199
654,iprice.my,LazMall,MY,2021-06,Mobile Android,642
655,iprice.my,LazMall,MY,2021-06,Mobile Others,11
656,iprice.my,LazMall,MY,2021-06,Mobile iOS,282
657,iprice.my,LazMall,MY,2021-06,Web Browsers,168
658,iprice.my,LazMall,MY,2021-07,Mobile Android,520
659,iprice.my,LazMall,MY,2021-07,Mobile Others,71
660,iprice.my,LazMall,MY,2021-07,Mobile iOS,240
661,iprice.my,LazMall,MY,2021-07,Web Browsers,153
662,iprice.my,LazMall,MY,2021-08,Mobile Android,829
663,iprice.my,LazMall,MY,2021-08,Mobile iOS,413
664,iprice.my,LazMall,MY,2021-08,Web Browsers,193
665,iprice.my,LazMall,MY,2021-09,Mobile Android,466
666,iprice.my,LazMall,MY,2021-09,Mobile iOS,215
667,iprice.my,LazMall,MY,2021-09,Web Browsers,104
668,iprice.my,Lazada,MY,2021-03,Mobile Android,2018
669,iprice.my,Lazada,MY,2021-03,Mobile Others,768
670,iprice.my,Lazada,MY,2021-03,Mobile iOS,730
671,iprice.my,Lazada,MY,2021-03,Web Browsers,538
672,iprice.my,Lazada,MY,2021-04,Mobile Android,1827
673,iprice.my,Lazada,MY,2021-04,Mobile Others,605
674,iprice.my,Lazada,MY,2021-04,Mobile iOS,719
675,iprice.my,Lazada,MY,2021-04,Web Browsers,547
676,iprice.my,Lazada,MY,2021-05,Mobile Android,2161
677,iprice.my,Lazada,MY,2021-05,Mobile Others,885
678,iprice.my,Lazada,MY,2021-05,Mobile iOS,886
679,iprice.my,Lazada,MY,2021-05,Web Browsers,631
680,iprice.my,Lazada,MY,2021-06,Mobile Android,2510
681,iprice.my,Lazada,MY,2021-06,Mobile Others,1017
682,iprice.my,Lazada,MY,2021-06,Mobile iOS,1005
683,iprice.my,Lazada,MY,2021-06,Web Browsers,753
684,iprice.my,Lazada,MY,2021-07,Mobile Android,3422
685,iprice.my,Lazada,MY,2021-07,Mobile Others,1610
686,iprice.my,Lazada,MY,2021-07,Mobile iOS,1445
687,iprice.my,Lazada,MY,2021-07,Web Browsers,932
688,iprice.my,Lazada,MY,2021-08,Mobile Android,4957
689,iprice.my,Lazada,MY,2021-08,Mobile Others,1006
690,iprice.my,Lazada,MY,2021-08,Mobile iOS,1958
691,iprice.my,Lazada,MY,2021-08,Web Browsers,1266
692,iprice.my,Lazada,MY,2021-09,Mobile Android,2628
693,iprice.my,Lazada,MY,2021-09,Mobile Others,546
694,iprice.my,Lazada,MY,2021-09,Mobile iOS,1021
695,iprice.my,Lazada,MY,2021-09,Web Browsers,760
696,iprice.my,Lazada,SG,2021-06,Web Browsers,1
697,iprice.my,Lazada,SG,2021-07,Mobile iOS,1
698,iprice.my,Lazada,SG,2021-08,Web Browsers,2
699,iprice.my,Lazada,TH,2021-03,Web Browsers,1
700,iprice.my,Look Fantastic,MY,2021-03,Mobile Android,1
701,iprice.my,Look Fantastic,MY,2021-03,Web Browsers,3
702,iprice.my,Look Fantastic,MY,2021-05,Mobile iOS,2
703,iprice.my,Look Fantastic,MY,2021-05,Web Browsers,2
704,iprice.my,Look Fantastic,MY,2021-06,Mobile Android,1
705,iprice.my,Look Fantastic,MY,2021-07,Mobile Android,1
706,iprice.my,Look Fantastic,MY,2021-07,Mobile Others,1
707,iprice.my,Look Fantastic,MY,2021-07,Mobile iOS,1
708,iprice.my,Look Fantastic,MY,2021-07,Web Browsers,2
709,iprice.my,Look Fantastic,MY,2021-08,Web Browsers,2
710,iprice.my,Look Fantastic,MY,2021-09,Mobile Android,2
711,iprice.my,Look Fantastic,MY,2021-09,Web Browsers,2
712,iprice.my,MY myinternetwifi.com,MY,2021-08,Web Browsers,2
713,iprice.my,MY pgmall.my product new,MY,2021-05,Mobile Others,1
714,iprice.my,MY pgmall.my product new,MY,2021-06,Mobile Others,3
715,iprice.my,MY pgmall.my product new,MY,2021-06,Web Browsers,3
716,iprice.my,MY pgmall.my product new,MY,2021-07,Web Browsers,1
717,iprice.my,Matches Fashion,MY,2021-04,Mobile Others,2
718,iprice.my,Matches Fashion,MY,2021-06,Mobile Others,1
719,iprice.my,Matches Fashion,MY,2021-07,Mobile Others,1
720,iprice.my,Microsoft,MY,2021-04,Mobile Others,2
721,iprice.my,Microsoft,MY,2021-05,Mobile Others,3
722,iprice.my,Microsoft,MY,2021-06,Mobile Others,1
723,iprice.my,Microsoft,MY,2021-08,Mobile Others,1
724,iprice.my,Mr Porter,MY,2021-03,Mobile iOS,1
725,iprice.my,PARKnSHOP,MY,2021-03,Mobile Others,2
726,iprice.my,Pizza Hut,MY,2021-03,Mobile Others,3
727,iprice.my,Pizza Hut,MY,2021-04,Mobile Others,1
728,iprice.my,Pizza Hut Malaysia,MY,2021-08,Mobile Others,120
729,iprice.my,Pizza Hut Malaysia,MY,2021-09,Mobile Others,86
730,iprice.my,Pizza Hut Malaysia (RETIRED),MY,2021-09,Mobile Others,5
731,iprice.my,SG MY microsoft.com,MY,2021-07,Mobile Others,1
732,iprice.my,SSENSE,MY,2021-07,Mobile iOS,2
733,iprice.my,SSENSE,MY,2021-08,Mobile iOS,2
734,iprice.my,SSENSE,MY,2021-08,Web Browsers,2
735,iprice.my,Sephora Malaysia,MY,2021-03,Mobile Others,8
736,iprice.my,Sephora Malaysia,MY,2021-04,Mobile Others,12
737,iprice.my,Sephora Malaysia,MY,2021-05,Mobile Others,14
738,iprice.my,SheIn,MY,2021-03,Mobile Android,2
739,iprice.my,SheIn,MY,2021-03,Web Browsers,1
740,iprice.my,SheIn,MY,2021-04,Mobile iOS,2
741,iprice.my,SheIn,MY,2021-05,Web Browsers,1
742,iprice.my,SheIn,MY,2021-06,Mobile Android,1
743,iprice.my,Shopee,ID,2021-05,Mobile Android,1
744,iprice.my,Shopee,MY,2021-03,Mobile Android,11759
745,iprice.my,Shopee,MY,2021-03,Mobile Others,48
746,iprice.my,Shopee,MY,2021-03,Mobile iOS,4551
747,iprice.my,Shopee,MY,2021-03,Web Browsers,3018
748,iprice.my,Shopee,MY,2021-04,Mobile Android,10274
749,iprice.my,Shopee,MY,2021-04,Mobile Others,6
750,iprice.my,Shopee,MY,2021-04,Mobile iOS,4373
751,iprice.my,Shopee,MY,2021-04,Web Browsers,2974
752,iprice.my,Shopee,MY,2021-05,Mobile Android,11955
753,iprice.my,Shopee,MY,2021-05,Mobile Others,2
754,iprice.my,Shopee,MY,2021-05,Mobile iOS,5512
755,iprice.my,Shopee,MY,2021-05,Web Browsers,3518
756,iprice.my,Shopee,MY,2021-06,Mobile Android,12276
757,iprice.my,Shopee,MY,2021-06,Mobile Others,110
758,iprice.my,Shopee,MY,2021-06,Mobile iOS,5884
759,iprice.my,Shopee,MY,2021-06,Web Browsers,3944
760,iprice.my,Shopee,MY,2021-07,Mobile Android,6371
761,iprice.my,Shopee,MY,2021-07,Mobile Others,719
762,iprice.my,Shopee,MY,2021-07,Mobile iOS,2836
763,iprice.my,Shopee,MY,2021-07,Web Browsers,2245
764,iprice.my,Shopee,MY,2021-08,Mobile Android,4962
765,iprice.my,Shopee,MY,2021-08,Mobile Others,4
766,iprice.my,Shopee,MY,2021-08,Mobile iOS,1953
767,iprice.my,Shopee,MY,2021-08,Web Browsers,1671
768,iprice.my,Shopee,MY,2021-09,Mobile Android,6426
769,iprice.my,Shopee,MY,2021-09,Mobile Others,4
770,iprice.my,Shopee,MY,2021-09,Mobile iOS,2721
771,iprice.my,Shopee,MY,2021-09,Web Browsers,1958
772,iprice.my,Shopee,SG,2021-04,Web Browsers,1
773,iprice.my,Shopee,SG,2021-08,Web Browsers,1
774,iprice.my,Shopee,VN,2021-07,Mobile Android,1
775,iprice.my,Signitech Business Solutions LLC,MY,2021-04,Mobile Others,2
776,iprice.my,Signitech Business Solutions LLC,MY,2021-06,Mobile Others,2
777,iprice.my,Taobao,MY,2021-07,Mobile Others,1
778,iprice.my,Vestiaire Collective,MY,2021-04,Mobile Others,2
779,iprice.my,Vestiaire Collective,MY,2021-06,Mobile Others,1
780,iprice.my,Zalora,MY,2021-03,Mobile Others,1
781,iprice.my,Zalora,MY,2021-04,Mobile Others,1
782,iprice.my,Zalora,MY,2021-06,Mobile Others,2
783,iprice.my,Zalora,MY,2021-07,Mobile Others,2
784,iprice.my,[ APP ] Lalamove MY CPA_General,MY,2021-05,Mobile Others,12
785,iprice.my,[ APP ] Lalamove MY CPA_General,MY,2021-06,Mobile Others,17
786,iprice.my,[ APP ] Lalamove MY CPA_General,MY,2021-07,Mobile Others,14
787,iprice.my,[ APP ] Lalamove MY CPA_General,MY,2021-08,Mobile Others,30
788,iprice.my,[ APP ] Lalamove MY CPA_General,MY,2021-09,Mobile Others,4
789,iprice.my,[ APP ] Lalamove MY CPA_Paid Media (Kuala Lumpur),MY,2021-03,Mobile Others,14
790,iprice.my,[ APP ] Lalamove MY CPA_Paid Media (Kuala Lumpur),MY,2021-04,Mobile Others,11
791,iprice.my,[ APP ] Lalamove MY CPA_Paid Media (Kuala Lumpur),MY,2021-05,Mobile Others,11
792,iprice.my,[ APP ] Lalamove MY CPA_Paid Media (Kuala Lumpur),MY,2021-06,Mobile Others,4
793,iprice.my,[ WEB ] KTIC MY CPA_DIGI,MY,2021-08,Mobile Others,1
794,iprice.my,airasia,MY,2021-09,Mobile Others,1
795,iprice.my,asos,MY,2021-03,Mobile Others,2
796,iprice.my,asos,MY,2021-05,Mobile Others,2
797,iprice.my,asos,MY,2021-07,Mobile Others,2
798,iprice.my,asos,MY,2021-08,Mobile Others,3
799,iprice.my,autodesk,MY,2021-04,Web Browsers,2
800,iprice.my,autodesk,MY,2021-05,Web Browsers,1
801,iprice.my,beautifiedyou,MY,2021-03,Mobile Android,2
802,iprice.my,beautifiedyou,MY,2021-03,Web Browsers,1
803,iprice.my,beautifiedyou,MY,2021-07,Web Browsers,1
804,iprice.my,bigbigplace,MY,2021-03,Web Browsers,1
805,iprice.my,bigbigplace,MY,2021-04,Mobile Android,3
806,iprice.my,book-depository,MY,2021-03,Mobile Android,1
807,iprice.my,book-depository,MY,2021-03,Web Browsers,3
808,iprice.my,book-depository,MY,2021-04,Web Browsers,1
809,iprice.my,book-depository,MY,2021-05,Web Browsers,2
810,iprice.my,book-depository,MY,2021-06,Mobile Android,1
811,iprice.my,book-depository,MY,2021-06,Mobile iOS,1
812,iprice.my,book-depository,MY,2021-06,Web Browsers,1
813,iprice.my,book-depository,MY,2021-07,Mobile Android,4
814,iprice.my,book-depository,MY,2021-07,Web Browsers,1
815,iprice.my,book-depository,MY,2021-08,Mobile iOS,1
816,iprice.my,book-depository,MY,2021-09,Mobile iOS,1
817,iprice.my,boozeat,MY,2021-03,Web Browsers,2
818,iprice.my,boozeat,MY,2021-04,Mobile Android,3
819,iprice.my,boozeat,MY,2021-05,Web Browsers,1
820,iprice.my,boozeat,MY,2021-06,Mobile iOS,1
821,iprice.my,boozeat,MY,2021-07,Mobile Android,1
822,iprice.my,boozeat,MY,2021-07,Web Browsers,1
823,iprice.my,boozeat,MY,2021-08,Mobile Android,1
824,iprice.my,boozeat,MY,2021-08,Web Browsers,4
825,iprice.my,boozeat,MY,2021-09,Mobile Android,1
826,iprice.my,boozeat,MY,2021-09,Web Browsers,2
827,iprice.my,dell,MY,2021-03,Mobile Android,2
828,iprice.my,dell,MY,2021-03,Web Browsers,2
829,iprice.my,dell,MY,2021-05,Web Browsers,1
830,iprice.my,dell,MY,2021-06,Web Browsers,2
831,iprice.my,dell,MY,2021-07,Web Browsers,3
832,iprice.my,dell,MY,2021-08,Mobile Android,1
833,iprice.my,dell,MY,2021-08,Web Browsers,5
834,iprice.my,dell,MY,2021-09,Mobile iOS,1
835,iprice.my,dell,MY,2021-09,Web Browsers,3
836,iprice.my,entirelypets,MY,2021-03,Mobile Android,1
837,iprice.my,farfetch,MY,2021-03,Mobile Android,1
838,iprice.my,farfetch,MY,2021-03,Mobile iOS,2
839,iprice.my,farfetch,MY,2021-04,Mobile iOS,5
840,iprice.my,farfetch,MY,2021-04,Web Browsers,2
841,iprice.my,farfetch,MY,2021-05,Mobile iOS,1
842,iprice.my,farfetch,MY,2021-06,Mobile iOS,1
843,iprice.my,farfetch,MY,2021-06,Web Browsers,1
844,iprice.my,farfetch,MY,2021-07,Mobile Android,1
845,iprice.my,farfetch,MY,2021-07,Mobile Others,1
846,iprice.my,farfetch,MY,2021-07,Mobile iOS,4
847,iprice.my,farfetch,MY,2021-08,Web Browsers,3
848,iprice.my,farfetch,MY,2021-09,Web Browsers,1
849,iprice.my,foodpanda,MY,2021-05,Mobile Android,1
850,iprice.my,foodpanda,MY,2021-05,Mobile iOS,1
851,iprice.my,foodpanda,MY,2021-06,Mobile iOS,1
852,iprice.my,foodpanda,MY,2021-07,Mobile iOS,1
853,iprice.my,fun,MY,2021-07,Mobile Android,1
854,iprice.my,fun,MY,2021-08,Web Browsers,1
855,iprice.my,giglio,MY,2021-03,Mobile Others,1
856,iprice.my,grabmart,MY,2021-07,Mobile Android,1
857,iprice.my,halloweencostumes,MY,2021-08,Web Browsers,1
858,iprice.my,hp,MY,2021-06,Mobile Others,1
859,iprice.my,hp,MY,2021-07,Mobile Others,2
860,iprice.my,hqhair,MY,2021-06,Mobile iOS,1
