article_id,full_name,sex,birth_year,city,state,country,continent,latitude,longitude,occupation,industry,domain,article_languages,page_views,average_views,historical_popularity_index
23661242,Andrea del Sarto,Male,1486,Florence,,Italy,Europe,43.35,11.01667,Painter,Fine Arts,Arts,34,612053,18002,24.8039
324413,Juan Ramón Jiménez,Male,1881,Moguer,,Spain,Europe,37.27545,-6.83849,Writer,Language,Humanities,56,2953499,52741,24.8036
24473,Pope Innocent VI,Male,1282,Beyssac,,France,Europe,45.365,1.402,Religious Figure,Religion,Institutions,49,495528,10113,24.8028
37143,Chrysippus,Male,-280,Soli,,Turkey,Asia,,,Philosopher,Philosophy,Humanities,34,552961,16264,24.8023
15821,Jack Lemmon,Male,1925,Boston,MA,United States,North America,42.33694,-71.20972,Actor,Film And Theatre,Arts,52,5668642,109012,24.8015
357363,Luigi Cherubini,Male,1760,Florence,,Italy,Europe,43.78333,11.25,Composer,Music,Arts,42,668868,15925,24.8006
173632,Belshazzar,Male,-600,Other,,Unknown,Unknown,,,Religious Figure,Religion,Institutions,32,726124,22691,24.8
429800,Emir Kusturica,Male,1954,Sarajevo,,Bosnia And Herzegovina,Europe,43.86667,18.41667,Film Director,Film And Theatre,Arts,52,4755423,91450,24.7998
172466,Jean Buridan,Male,1295,Béthune,,France,Europe,50.5303,2.6408,Philosopher,Philosophy,Humanities,31,500586,16148,24.7996
227357,Arthur Seyss-Inquart,Male,1892,Stonařov,,Czech Republic,Europe,49.27944,15.58944,Politician,Government,Institutions,40,1533159,38329,24.7995
23010,Paul Ehrlich,Male,1854,Strzelin,,Poland,Europe,50.78333,17.06667,Physicist,Natural Sciences,Science & Technology,51,1550626,30404,24.7995
140488,Khosrau II,Male,590,Ctesiphon,,Iraq,Asia,33.09361,44.58056,Politician,Government,Institutions,34,574397,16894,24.7993
80395,Anne of Austria,Female,1601,Valladolid,,Spain,Europe,41.63333,-4.71667,Nobleman,Government,Institutions,40,1551853,38796,24.798
56355,Geoffrey of Monmouth,Male,1100,Wales,,United Kingdom,Europe,51.81,-2.72,Writer,Language,Humanities,39,845348,21676,24.7976
45782,Spencer Tracy,Male,1900,Milwaukee,WI,United States,North America,43.05,-87.95,Actor,Film And Theatre,Arts,54,5255618,97326,24.7969
208638,Selim III,Male,1761,Istanbul,,Turkey,Asia,41.01224,28.97602,Politician,Government,Institutions,44,1576264,35824,24.7959
22494,Osman II,Male,1604,Istanbul,,Turkey,Asia,41.01361,28.955,Politician,Government,Institutions,48,1280620,26680,24.7946
71299,Porfirio Díaz,Male,1830,Oaxaca,,Mexico,North America,17.08333,-96.75,Politician,Government,Institutions,44,7705983,175136,24.7945
24341,Pope Sergius I,Male,650,Palermo,,Italy,Europe,38.11667,13.36667,Religious Figure,Religion,Institutions,49,343715,7015,24.7942
766966,Ptolemy Keraunos,Male,-300,Alexandria,,Egypt,Africa,31.2,29.91667,Politician,Government,Institutions,26,218377,8399,24.7931
162054,Tyrtaeus,Male,-700,Other,,Unknown,Unknown,,,Writer,Language,Humanities,26,433112,16658,24.7929
74005,Nikephoros II,Male,912,Cappadocia,,Turkey,Asia,38.65833,34.85361,Politician,Government,Institutions,38,375993,9895,24.7921
171952,Gabriela Mistral,Female,1889,Vicuña,,Chile,South America,-33,-71.51667,Writer,Language,Humanities,62,4805838,77514,24.7921
46165,Charlton Heston,Male,1923,Chicago,IL,United States,North America,42.04639,-87.69472,Actor,Film And Theatre,Arts,62,10649101,171760,24.7917
29550,Shmuel Yosef Agnon,Male,1888,Buchach,,Ukraine,Europe,49.08333,25.4,Writer,Language,Humanities,55,982628,17866,24.7905
2346975,Ban Ki-moon,Male,1944,Eumseong County,,South Korea,Asia,37,127.583,Diplomat,Government,Institutions,90,8192182,91024,24.7903
221583,Lucius Aemilius Paulus Macedonicus,Male,-229,Other,,Unknown,Unknown,,,Military Personnel,Military,Institutions,29,253842,8753,24.7897
140367,Tadeusz Kościuszko,Male,1746,Kosava,,Poland,Europe,,,Military Personnel,Military,Institutions,39,3247961,83281,24.7893
613741,Suppiluliuma I,Male,-1344,Other,,Unknown,Unknown,,,Politician,Government,Institutions,27,265522,9834,24.789
79500,Alphonse Daudet,Male,1840,Nîmes,,France,Europe,43.838,4.361,Writer,Language,Humanities,42,1662378,39580,24.7889
66278,Olaf I of Norway,Male,963,Norway,,Norway,Europe,61,8,Politician,Government,Institutions,27,628928,23294,24.7887
4537,Burt Lancaster,Male,1913,New York,NY,United States,North America,40.79028,-73.95972,Actor,Film And Theatre,Arts,52,5690844,109439,24.7885
803888,Vittore Carpaccio,Male,1460,Venice,,Italy,Europe,45.4375,12.33583,Artist,Fine Arts,Arts,27,699371,25903,24.7878
335954,Krum of Bulgaria,Male,750,Other,,Unknown,Unknown,,,Politician,Government,Institutions,36,630975,17527,24.7878
65134,Johannes Vilhelm Jensen,Male,1873,Farsø,,Denmark,Europe,56.77222,9.33972,Writer,Language,Humanities,53,487421,9197,24.7867
72301,Louis Aragon,Male,1897,Paris,,France,Europe,48.8567,2.3508,Writer,Language,Humanities,46,3068582,66708,24.7859
30029,Terry Pratchett,Male,1948,Beaconsfield,,United Kingdom,Europe,51.60087,-0.63468,Writer,Language,Humanities,46,7534115,163785,24.7844
23937,Pope Martin V,Male,1368,Genazzano,,Italy,Europe,41.83333,12.96667,Religious Figure,Religion,Institutions,49,827091,16879,24.7826
4980,Bohdan Khmelnytsky,Male,1595,Subotiv,,Ukraine,Europe,49.09611,32.55556,Military Personnel,Military,Institutions,36,1584488,44014,24.7825
23738514,Michael I of Russia,Male,1596,Moscow,,Russia,Europe,55.75,37.61667,Politician,Government,Institutions,44,1549279,35211,24.7822
53340,Pope Caius,Male,250,Roman Dalmatia,,Croatia,Europe,,,Religious Figure,Religion,Institutions,53,326893,6168,24.7796
171126,Erich Kästner,Male,1899,Dresden,,Germany,Europe,51.03333,13.73333,Writer,Language,Humanities,40,3491408,87285,24.7793
32429,Vidkun Quisling,Male,1887,Fyresdal,,Norway,Europe,59.16583,8.01972,Politician,Government,Institutions,48,2236778,46600,24.7788
44845,Alessandro Manzoni,Male,1785,Milan,,Italy,Europe,45.46667,9.18333,Writer,Language,Humanities,47,3423429,72839,24.7783
45400,Pope Pius VI,Male,1717,Cesena,,Italy,Europe,44.13333,12.23333,Religious Figure,Religion,Institutions,60,1284840,21414,24.7782
38447,Albert II of Germany,Male,1397,Vienna,,Austria,Europe,48.2,16.36667,Politician,Government,Institutions,37,462110,12489,24.7768
249552,Antigonus II Gonatas,Male,-319,Thessaly,,Greece,Europe,39.6,22.2,Politician,Government,Institutions,32,290210,9069,24.7762
104960,John III of Sweden,Male,1537,Östergötland,,Sweden,Europe,58.41667,15.75,Politician,Government,Institutions,32,627764,19618,24.7752
197983,Romano Prodi,Male,1939,Scandiano,,Italy,Europe,44.59722,10.69167,Politician,Government,Institutions,77,2521916,32752,24.7751
98676,Andrei Chikatilo,Male,1936,Yablochnoye,,Ukraine,Europe,51,34,Extremist,Outlaws,Public Figure,32,5300315,165635,24.7749
88371,Joe Cocker,Male,1944,Sheffield,,United Kingdom,Europe,53.38361,-1.46694,Singer,Music,Arts,40,6469163,161729,24.7748
39817,William Rowan Hamilton,Male,1805,Dublin,,Ireland,Europe,53.34778,-6.25972,Physicist,Natural Sciences,Science & Technology,48,1119203,23317,24.7746
221567,Alexander Scriabin,Male,1872,Moscow,,Russia,Europe,55.75,37.61667,Composer,Music,Arts,41,1719372,41936,24.7745
258647,Antipater,Male,-397,Other,,Unknown,Unknown,,,Military Personnel,Military,Institutions,35,385518,11015,24.7743
3434143,Richard Stallman,Male,1953,New York,NY,United States,North America,40.79028,-73.95972,Computer Scientist,Computer Science,Science & Technology,89,5605045,62978,24.7743
2383,Alois Alzheimer,Male,1864,Marktbreit,,Germany,Europe,49.66694,10.14361,Physician,Medicine,Science & Technology,45,1144068,25424,24.7741
64610,Glenn Miller,Male,1904,Clarinda,IA,United States,North America,40.7375,-95.03583,Musician,Music,Arts,41,4472960,109097,24.7734
62017,Pierre de Beaumarchais,Male,1732,Paris,,France,Europe,48.8567,2.3508,Writer,Language,Humanities,40,1690085,42252,24.773
770461,Pietro Aretino,Male,1492,Arezzo,,Italy,Europe,43.47333,11.87,Writer,Language,Humanities,31,859424,27723,24.7726
319997,Kurt von Schleicher,Male,1882,Brandenburg,,Germany,Europe,52.41667,12.53333,Politician,Government,Institutions,39,1540639,39504,24.772
387492,Mikhail Kalinin,Male,1875,Verkhnyaya Troitsa,,Russia,Europe,,,Public Worker,Government,Institutions,38,977201,25716,24.7691
24227,Pope Gregory XI,Male,1336,Maumont,,France,Europe,45.377,2.007,Religious Figure,Religion,Institutions,48,675533,14074,24.7681
33522,William Howard Taft,Male,1857,Cincinnati,OH,United States,North America,39.1,-84.51667,Politician,Government,Institutions,85,7254933,85352,24.7676
93943,Bessus,Male,-350,Other,,Unknown,Unknown,,,Politician,Government,Institutions,27,376604,13948,24.7673
321818,Guillaume Dufay,Male,1397,Brussels,,Belgium,Europe,50.85,4.35,Composer,Music,Arts,32,792320,24760,24.7671
74663,Valentinian II,Male,371,Trier,,Germany,Europe,49.75,6.63333,Politician,Government,Institutions,39,557493,14295,24.7655
42897,Alexander Dubček,Male,1921,Uhrovec,,Slovakia,Europe,48.75,18.33333,Politician,Government,Institutions,47,1473196,31345,24.7654
23660,Pierre Teilhard de Chardin,Male,1881,Orcines,,France,Europe,45.7833,3.0131,Philosopher,Philosophy,Humanities,40,2058456,51461,24.7649
12475,Georg Agricola,Male,1494,Glauchau,,Germany,Europe,50.82333,12.54444,Physician,Medicine,Science & Technology,38,483744,12730,24.7648
600697,Saint Cecilia,Female,101,Rome,,Italy,Europe,41.9,12.5,Religious Figure,Religion,Institutions,29,2685470,92602,24.7645
774547,Artemisia Gentileschi,Female,1593,Rome,,Italy,Europe,41.9,12.5,Painter,Fine Arts,Arts,33,2316125,70186,24.7645
76811,Albert of Saxe-Coburg and Gotha,Male,1819,Coburg,,Germany,Europe,50.26667,10.96667,Nobleman,Government,Institutions,35,1684150,48119,24.7643
103020,William Hogarth,Male,1697,London,,United Kingdom,Europe,51.50722,-0.1275,Artist,Fine Arts,Arts,48,2080865,43351,24.7641
7576966,Pierre de Fermat,Male,1601,Beaumont-de-Lomagne,,France,Europe,43.8839,0.9892,Mathematician,Math,Science & Technology,63,9398511,149183,24.7641
80322,Lev Landau,Male,1908,Baku,,Azerbaijan,Asia,40.39528,49.88222,Physicist,Natural Sciences,Science & Technology,54,1160213,21485,24.763
740634,Benedetto Croce,Male,1866,Pescasseroli,,Italy,Europe,41.8,13.78333,Philosopher,Philosophy,Humanities,39,1516509,38885,24.7626
24020,Pope Benedict XIV,Male,1675,Bologna,,Italy,Europe,44.5075,11.35139,Religious Figure,Religion,Institutions,59,1053284,17852,24.7623
2492542,Utagawa Hiroshige,Male,1797,Tokyo,,Japan,Asia,,,Artist,Fine Arts,Arts,37,2151821,58157,24.7623
16316,John Dowland,Male,1563,London,,United Kingdom,Europe,51.50722,-0.1275,Musician,Music,Arts,32,1134928,35467,24.7622
38197,John I of Bohemia,Male,1296,Other,,Luxembourg,Europe,,,Politician,Government,Institutions,28,887874,31710,24.7617
167790,Christopher Walken,Male,1943,New York,NY,United States,North America,40.77444,-73.90417,Actor,Film And Theatre,Arts,43,13335954,310138,24.7616
28220,Nicolas Léonard Sadi Carnot,Male,1796,Paris,,France,Europe,48.84833,2.33722,Engineer,Engineering,Science & Technology,44,899876,20452,24.7616
9902,Esther,Female,-1000,Susa,,Iran,Asia,32.19056,48.25778,Religious Figure,Religion,Institutions,29,2951867,101789,24.7613
46209,Louis II of Hungary,Male,1506,Buda,,Hungary,Europe,47.46667,19.05,Politician,Government,Institutions,39,661874,16971,24.76
179599,Nadine Gordimer,Female,1923,Springs,,South Africa,Africa,-26.25472,28.44278,Writer,Language,Humanities,65,1444983,22231,24.76
252506,Tiberios III,Male,650,Pamphylia,,Turkey,Asia,,,Politician,Government,Institutions,36,180127,5004,24.7596
192258,Aristide Briand,Male,1862,Nantes,,France,Europe,47.2181,-1.5528,Politician,Government,Institutions,46,1216844,26453,24.759
38746,Oscar I of Sweden,Male,1799,Paris,,France,Europe,48.8567,2.3508,Politician,Government,Institutions,38,973753,25625,24.7589
4408,Buddy Holly,Male,1936,Lubbock,TX,United States,North America,33.56667,-101.88333,Musician,Music,Arts,50,10606988,212140,24.7588
52800,Baron Haussmann,Male,1809,Paris,,France,Europe,48.8567,2.3508,Architect,Design,Arts,38,1799542,47356,24.7581
24383,Pope Victor II,Male,1018,Bavaria,,Germany,Europe,48.7775,11.43111,Religious Figure,Religion,Institutions,46,400864,8714,24.7575
382879,Gnaeus Naevius,Male,-264,Capua,,Italy,Europe,41.1,14.21389,Writer,Language,Humanities,32,284075,8877,24.7573
407082,Carl Schmitt,Male,1888,Plettenberg,,Germany,Europe,51.21667,7.88333,Philosopher,Philosophy,Humanities,29,1991959,68688,24.7569
875903,Béla IV of Hungary,Male,1206,Other,,Hungary,Europe,47.43333,19.25,Politician,Government,Institutions,35,632862,18082,24.7567
301775,Hulk Hogan,Male,1953,Augusta,GA,United States,North America,33.46667,-81.96667,Wrestler,Individual Sports,Sports,43,23368243,543448,24.7565
24309,Pope Silverius,Male,536,Frosinone,,Italy,Europe,41.63333,13.35,Religious Figure,Religion,Institutions,52,410741,7899,24.7561
620735,Qu Yuan,Male,-340,Chu,,China,Asia,,,Writer,Language,Humanities,30,913850,30462,24.7559
637683,Eumenes,Male,-362,Other,,Unknown,Unknown,,,Military Personnel,Military,Institutions,27,668245,24750,24.7558
1138120,Ernst Ludwig Kirchner,Male,1880,Aschaffenburg,,Germany,Europe,49.96667,9.15,Artist,Fine Arts,Arts,39,2079684,53325,24.7548
32902,Wim Wenders,Male,1945,Düsseldorf,,Germany,Europe,51.23333,6.78333,Film Director,Film And Theatre,Arts,41,3350995,81732,24.7545
7437,Carlo Collodi,Male,1826,Florence,,Italy,Europe,43.78333,11.25,Writer,Language,Humanities,48,1660407,34592,24.753
4551,Babur,Male,1483,Andijan,,Uzbekistan,Asia,40.78333,72.33333,Politician,Government,Institutions,54,3182197,58930,24.7514
208639,Mahmud II,Male,1785,Istanbul,,Turkey,Asia,41.01224,28.97602,Politician,Government,Institutions,47,1409863,29997,24.751
39658,John Galsworthy,Male,1867,Kingston upon Thames,,United Kingdom,Europe,51.4103,-0.2995,Writer,Language,Humanities,62,1021208,16471,24.751
1061030,Eumenes II,Male,-220,Other,,Unknown,Unknown,,,Politician,Government,Institutions,30,211496,7050,24.7498
45158,Tatian,Male,120,Assyria,,Iraq,Asia,36,43.3,Writer,Language,Humanities,30,267721,8924,24.7498
17318,Constantin Stanislavski,Male,1863,Moscow,,Russia,Europe,55.75,37.61667,Actor,Film And Theatre,Arts,42,2819431,67129,24.7486
1290247,Hans Kelsen,Male,1881,Prague,,Czech Republic,Europe,50.08333,14.41667,Philosopher,Philosophy,Humanities,31,2328160,75102,24.748
611982,Giuseppe Meazza,Male,1910,Milan,,Italy,Europe,45.46667,9.18333,Soccer Player,Team Sports,Sports,37,1983511,53608,24.7478
63005,Pope Simplicius,Male,400,Tivoli,,Italy,Europe,41.96667,12.8,Religious Figure,Religion,Institutions,52,295091,5675,24.7476
189688,Hughes de Payens,Male,1070,Troyes,,France,Europe,48.2997,4.0792,Religious Figure,Religion,Institutions,27,583452,21609,24.7469
147123,John III of Portugal,Male,1502,Lisbon,,Portugal,Europe,38.71389,-9.13361,Politician,Government,Institutions,34,674406,19835,24.7462
1407041,Amos,Male,-800,Tekoa,,Palestine,Asia,,,Religious Figure,Religion,Institutions,29,215127,7418,24.7461
15858,John Cleese,Male,1939,Weston-super-Mare,,United Kingdom,Europe,51.346,-2.977,Actor,Film And Theatre,Arts,48,8899553,185407,24.7457
23834,Pope Anastasius IV,Male,1073,Rome,,Italy,Europe,41.9,12.5,Religious Figure,Religion,Institutions,47,357597,7608,24.7448
171276,Arcesilaus,Male,-316,Bergama,,Turkey,Asia,,,Philosopher,Philosophy,Humanities,27,193452,7165,24.7425
30876078,Nurhaci,Male,1559,Other,,Unknown,Unknown,,,Politician,Government,Institutions,28,1321450,47195,24.7415
165163,Nicolas Boileau-Despréaux,Male,1636,Paris,,France,Europe,48.8567,2.3508,Writer,Language,Humanities,40,1187317,29683,24.7414
863418,Adolf von Baeyer,Male,1835,Berlin,,Germany,Europe,52.51667,13.38333,Chemist,Natural Sciences,Science & Technology,52,533610,10262,24.7412
50422,Bernardo Bertolucci,Male,1940,Parma,,Italy,Europe,44.8,10.33333,Film Director,Film And Theatre,Arts,45,3216397,71475,24.7411
24101,Pope Clement IV,Male,1195,Saint-Gilles,,France,Europe,43.6786,4.4317,Religious Figure,Religion,Institutions,47,486489,10351,24.7409
439365,Helmuth von Moltke the Elder,Male,1800,Mecklenburg-Schwerin,,Germany,Europe,53.41667,11.83333,Military Personnel,Military,Institutions,35,1563809,44680,24.7398
4216,Brian De Palma,Male,1940,Newark,NJ,United States,North America,40.72422,-74.17257,Film Director,Film And Theatre,Arts,39,4555988,116820,24.7395
24383069,King Ludwig II of Bavaria,Male,1845,Munich,,Germany,Europe,48.15806,11.50361,Politician,Government,Institutions,48,2972583,61929,24.7386
16243,Jawaharlal Nehru,Male,1889,Allahabad,,India,Asia,25.45,81.85,Politician,Government,Institutions,93,8836581,95017,24.7375
23956,Pope Marinus I,Male,830,Gallese,,Italy,Europe,42.37444,12.39972,Religious Figure,Religion,Institutions,48,318245,6630,24.7371
2678,Abd-ar-Rahman III,Male,912,Córdoba,,Spain,Europe,37.88333,-4.76667,Politician,Government,Institutions,34,821420,24159,24.737
6542,Czesław Miłosz,Male,1911,Šeteniai,,Lithuania,Europe,55.39472,24.03278,Writer,Language,Humanities,67,2967783,44295,24.7366
408113,Cambyses I of Anshan,Male,-600,Other,,Unknown,Unknown,,,Politician,Government,Institutions,27,283544,10502,24.7362
37869,Pope Leo XI,Male,1535,Florence,,Italy,Europe,43.78333,11.25,Religious Figure,Religion,Institutions,54,807375,14951,24.7357
40148,Harold Godwinson,Male,1022,Wessex,,United Kingdom,Europe,51.2,-2,Politician,Government,Institutions,53,2599476,49047,24.7354
151603,Dean Martin,Male,1917,Steubenville,OH,United States,North America,40.35,-80.61667,Musician,Music,Arts,35,11019285,314837,24.7349
242591,Paul Celan,Male,1920,Chernivtsi,,Ukraine,Europe,48.3,25.93333,Writer,Language,Humanities,37,1587823,42914,24.7348
432264,Johannes Stark,Male,1874,Freihung,,Germany,Europe,49.61667,11.91667,Physicist,Natural Sciences,Science & Technology,51,491423,9636,24.7345
204283,Oskar Kokoschka,Male,1886,Pöchlarn,,Austria,Europe,48.2,15.2,Painter,Fine Arts,Arts,35,1675646,47876,24.7341
1467835,"Berengar I of Italy, Holy Roman Emperor",Male,845,Other,,Unknown,Unknown,,,Politician,Government,Institutions,30,356686,11890,24.734
26555,Rashi,Male,1040,Troyes,,France,Europe,48.2997,4.0792,Religious Figure,Religion,Institutions,28,1282804,45814,24.7336
89821,Ahmad ibn Fadlan,Male,900,Other,,Unknown,Unknown,,,Writer,Language,Humanities,37,771760,20858,24.7335
484143,Otto Wagner,Male,1841,Penzing,,Austria,Europe,48.21667,16.24861,Architect,Design,Arts,34,1060090,31179,24.7318
312501,Kenzaburō Ōe,Male,1935,Uchiko,,Japan,Asia,33.53333,132.65,Writer,Language,Humanities,62,2392257,38585,24.7314
47382,Edward the Martyr,Male,962,Wessex,,United Kingdom,Europe,51.2,-2,Politician,Government,Institutions,37,831835,22482,24.7313
390771,Hjalmar Schacht,Male,1877,Tinglev,,Denmark,Europe,54.93333,9.25,Economist,Social Sciences,Science & Technology,36,1561897,43386,24.7311
106342,Childeric II,Male,653,Other,,Unknown,Unknown,,,Politician,Government,Institutions,29,237653,8195,24.7298
24229,Pope Gregory XV,Male,1554,Bologna,,Italy,Europe,44.5075,11.35139,Religious Figure,Religion,Institutions,55,698045,12692,24.7296
142429,Michael Psellos,Male,1018,Istanbul,,Turkey,Asia,41.01224,28.97602,Philosopher,Philosophy,Humanities,29,257182,8868,24.7291
194276,Thomas Muentzer,Male,1488,Stolberg,,Germany,Europe,51.56667,10.95,Social Activist,Activism,Public Figure,34,1015940,29881,24.729
421318,Victor Horta,Male,1861,Ghent,,Belgium,Europe,51.05,3.73333,Architect,Design,Arts,33,1359574,41199,24.728
148783,"Leopold II, Holy Roman Emperor",Male,1747,Vienna,,Austria,Europe,48.2,16.36667,Politician,Government,Institutions,42,754923,17974,24.728
37667,Pope Leo VII,Male,880,Rome,,Italy,Europe,41.9,12.5,Religious Figure,Religion,Institutions,44,317582,7218,24.7279
250613,Clovis II,Male,637,Other,,Unknown,Unknown,,,Politician,Government,Institutions,28,313798,11207,24.7261
19456,Max Horkheimer,Male,1895,Stuttgart,,Germany,Europe,48.78333,9.18333,Philosopher,Philosophy,Humanities,40,1438508,35963,24.7257
72495,Alexander Alekhine,Male,1892,Moscow,,Russia,Europe,55.75,37.61667,Chessmaster,Individual Sports,Sports,55,997241,18132,24.7253
161891,Carl Czerny,Male,1791,Vienna,,Austria,Europe,48.2,16.36667,Composer,Music,Arts,34,916409,26953,24.7252
74201,Romanos IV,Male,1030,Other,,Unknown,Unknown,,,Politician,Government,Institutions,39,389668,9991,24.7243
18598186,Stan Lee,Male,1922,New York,NY,United States,North America,40.79028,-73.95972,Comic Artist,Design,Arts,46,14144590,307491,24.723
33299,William Henry Harrison,Male,1773,Charles City County,VA,United States,North America,37.35,-77.06,Politician,Government,Institutions,88,6307343,71674,24.7206
44735,Sharon Tate,Female,1943,Dallas,TX,United States,North America,32.77583,-96.79667,Actor,Film And Theatre,Arts,30,12151201,405040,24.7192
90142,Moshe Dayan,Male,1915,Degania Alef,,Israel,Asia,32.7081,35.5749,Politician,Government,Institutions,41,2740806,66849,24.719
79156,Harvey Keitel,Male,1939,New York,NY,United States,North America,40.69278,-73.99028,Actor,Film And Theatre,Arts,39,7483932,191896,24.7183
46386,Richard Cromwell,Male,1626,Huntingdon,,United Kingdom,Europe,52.3364,-0.1717,Politician,Government,Institutions,35,1140882,32597,24.7177
105389,Jeff Beck,Male,1944,London,,United Kingdom,Europe,51.3647,-0.1403,Musician,Music,Arts,38,8204648,215912,24.7166
181284,Staurakios,Male,800,Other,,Unknown,Unknown,,,Politician,Government,Institutions,34,227395,6688,24.716
62559,Theuderic I,Male,484,Other,,Unknown,Unknown,,,Politician,Government,Institutions,35,239591,6845,24.715
153560,Arturo Toscanini,Male,1867,Parma,,Italy,Europe,44.8,10.33333,Conductor,Music,Arts,41,1652172,40297,24.7128
50217,Mehmed VI,Male,1861,Istanbul,,Turkey,Asia,41.01361,28.955,Politician,Government,Institutions,51,1820326,35693,24.7128
151087,"Ferdinand III, Holy Roman Emperor",Male,1608,Graz,,Austria,Europe,47.06667,15.43333,Politician,Government,Institutions,43,461665,10736,24.7124
26552,Roy Orbison,Male,1936,Vernon,TX,United States,North America,34.15111,-99.29056,Singer,Music,Arts,41,7892211,192493,24.7122
382054,Ptolemy VIII Physcon,Male,-182,Other,,Unknown,Unknown,,,Politician,Government,Institutions,30,272150,9072,24.712
70666,Yves Montand,Male,1921,Monsummano Terme,,Italy,Europe,43.86667,10.81667,Actor,Film And Theatre,Arts,41,3557696,86773,24.7118
407530,Olympe de Gouges,Female,1748,Montauban,,France,Europe,44.0181,1.3558,Social Activist,Activism,Public Figure,36,2441339,67815,24.7114
148456,Lucky Luciano,Male,1897,Lercara Friddi,,Italy,Europe,37.75,13.6,Mafioso,Outlaws,Public Figure,34,9001137,264739,24.7106
33703,Walter Raleigh,Male,1552,Devon,,United Kingdom,Europe,50.7,-3.8,Writer,Language,Humanities,41,4800379,117082,24.7104
216471,Magnentius,Male,303,Amiens,,France,Europe,49.892,2.299,Politician,Government,Institutions,32,304134,9504,24.7099
146595,Olivier Messiaen,Male,1908,Avignon,,France,Europe,43.95,4.81,Composer,Music,Arts,41,2407810,58727,24.7093
57731,Leopold II of Belgium,Male,1835,Brussels,,Belgium,Europe,50.85,4.35,Politician,Government,Institutions,52,2980980,57327,24.7091
93459,Karl Weierstrass,Male,1815,Ennigerloh,,Germany,Europe,51.83667,8.02556,Mathematician,Math,Science & Technology,45,751099,16691,24.7079
605652,Jean-Honoré Fragonard,Male,1732,Grasse,,France,Europe,43.6667,6.9167,Painter,Fine Arts,Arts,42,1514383,36057,24.7077
161968,Minamoto no Yoritomo,Male,1147,Nagoya,,Japan,Asia,,,Politician,Government,Institutions,32,3603281,112603,24.7075
1483508,Agnolo di Cosimo,Male,1503,Florence,,Italy,Europe,43.78333,11.25,Painter,Fine Arts,Arts,42,869892,20712,24.7074
188548,Samuel Colt,Male,1814,Hartford,CT,United States,North America,41.76274,-72.67429,Inventor,Invention,Science & Technology,44,2626892,59702,24.7059
40119,William Makepeace Thackeray,Male,1811,Kolkata,,India,Asia,22.56667,88.36667,Writer,Language,Humanities,51,1578378,30949,24.7055
730109,Fyodor Tyutchev,Male,1803,Bryansk,,Russia,Europe,53.23333,34.36667,Writer,Language,Humanities,54,391827,7256,24.7054
168171,Helena Blavatsky,Female,1831,Dnipropetrovsk,,Ukraine,Europe,48.45,34.98333,Writer,Language,Humanities,40,2159419,53985,24.7054
939051,False Dmitriy I,Male,1581,Moscow,,Russia,Europe,55.75,37.61667,Politician,Government,Institutions,34,1598749,47022,24.7054
360887,Otto Lilienthal,Male,1848,Anklam,,Germany,Europe,53.85,13.68333,Engineer,Engineering,Science & Technology,35,1505831,43024,24.705
45381,Pope Gelasius II,Male,1060,Gaeta,,Italy,Europe,41.21667,13.56667,Religious Figure,Religion,Institutions,45,382865,8508,24.7041
43468,T. E. Lawrence,Male,1888,Tremadog,,United Kingdom,Europe,52.93895,-4.14273,Military Personnel,Military,Institutions,52,6515572,125299,24.7029
409605,Rudolf Höss,Male,1901,Baden-Baden,,Germany,Europe,48.76278,8.24083,Politician,Government,Institutions,35,3413972,97542,24.7029
79956,Giuseppe Piazzi,Male,1746,Ponte in Valtellina,,Italy,Europe,46.18333,9.98333,Astronomer,Natural Sciences,Science & Technology,45,330559,7346,24.7022
143000,Nicéphore Niépce,Male,1765,Chalon-sur-Saône,,France,Europe,46.7806,4.8528,Inventor,Invention,Science & Technology,42,1846100,43955,24.7016
30038,Thomas Huxley,Male,1825,Ealing,,United Kingdom,Europe,51.5111,-0.3058,Biologist,Natural Sciences,Science & Technology,44,1875587,42627,24.7006
9674,Einhard,Male,775,Maingau,,Germany,Europe,,,Writer,Language,Humanities,31,571005,18420,24.6999
23828,Pope Adrian IV,Male,1100,Abbots Langley,,United Kingdom,Europe,51.701,-0.416,Religious Figure,Religion,Institutions,55,808758,14705,24.6996
338256,Thérèse de Lisieux,Female,1873,Alençon,,France,Europe,48.4306,0.0931,Religious Figure,Religion,Institutions,45,3415050,75890,24.6996
23957,Pope Marinus II,Male,932,Rome,,Italy,Europe,41.9,12.5,Religious Figure,Religion,Institutions,48,295393,6154,24.6995
84560,Perdiccas,Male,-350,Other,,Unknown,Unknown,,,Military Personnel,Military,Institutions,30,314740,10491,24.6993
24347,Pope Sergius IV,Male,950,Rome,,Italy,Europe,41.9,12.5,Religious Figure,Religion,Institutions,44,341862,7770,24.6985
648527,Nikolai Ivanovich Lobachevsky,Male,1792,Nizhny Novgorod,,Russia,Europe,56.32694,44.0075,Mathematician,Math,Science & Technology,56,629729,11245,24.6984
10777,Friedrich Wöhler,Male,1800,Eschersheim,,Germany,Europe,50.15694,8.65583,Chemist,Natural Sciences,Science & Technology,43,1083215,25191,24.6978
17380298,Robert Mugabe,Male,1924,Harare,,Zimbabwe,Africa,,,Politician,Government,Institutions,84,7484364,89100,24.6976
